player,pos,team,ecr,sd,bye,age,gsis_id,proj_ppg,exp_games,proj_pts,proj_sd,replacement,vorp,vorp_rank,tier
Dawson Knox,TE,BUF,329.24,30.21,7.0,29.80971937029432,00-0035689,5.559745304435353,13.96,77.61404444991753,39.84797409690097,141.4555441643843,-63.84149971446677,267,7
Noah Fant,TE,NO,349.73,25.02,8.0,28.79397672826831,00-0035644,5.367554143930481,14.16,76.00456667805561,40.16786442890699,141.4555441643843,-65.45097748632868,272,7
Max Klare,TE,LAR,332.08,28.82,11.0,23.16495550992471,00-0041510,5.097326051770256,14.9,75.95015817137683,41.79111424998928,141.4555441643843,-65.50538599300747,273,7
Brandon Aubrey,K,DAL,185.55,7.32,14.0,31.48254620123204,00-0037692,11.729166666666666,16.0,187.66666666666663,24.0,136.66666666666666,51.0,40,1
Ka'imi Fairbairn,K,HOU,192.36,6.93,8.0,32.602327173169066,00-0032726,11.166666666666666,16.0,178.66666666666666,24.0,136.66666666666666,42.0,44,1
Cameron Dicker,K,LAC,194.55,14.61,7.0,26.33538672142368,00-0037224,10.645833333333334,16.0,170.33333333333334,24.0,136.66666666666666,33.666666666666686,55,1
Cam Little,K,JAC,198.39,6.59,7.0,23.055441478439427,00-0039409,10.083333333333334,16.0,161.33333333333334,24.0,136.66666666666666,24.66666666666669,67,2
Jason Myers,K,SEA,200.45,7.81,11.0,35.32101300479124,00-0031492,9.895833333333334,16.0,158.33333333333334,24.0,136.66666666666666,21.66666666666669,73,2
Eddy Pineiro,K,SF,209.07,12.01,8.0,30.981519507186857,00-0034173,9.770833333333334,16.0,156.33333333333334,24.0,136.66666666666666,19.66666666666669,82,2
Tyler Loop,K,BAL,212.52,18.81,13.0,25.08966461327857,00-0040074,9.604166666666666,16.0,153.66666666666666,24.0,136.66666666666666,17.0,86,2
Evan McPherson,K,CIN,217.15,18.2,6.0,27.129363449692,00-0036854,9.4375,16.0,151.0,24.0,136.66666666666666,14.333333333333345,91,2
Cairo Santos,K,CHI,218.57,17.17,10.0,34.81724845995893,00-0031203,8.9375,16.0,143.0,24.0,136.66666666666666,6.333333333333343,111,3
Jake Bates,K,DET,220.72,15.54,6.0,27.512662559890487,00-0039172,8.833333333333334,16.0,141.33333333333334,24.0,136.66666666666666,4.666666666666686,114,3
Andy Borregales,K,NE,223.71,18.46,11.0,,,8.75,16.0,140.0,24.0,136.66666666666666,3.333333333333343,116,3
Chase McLaughlin,K,TB,228.08,21.68,10.0,30.409308692676248,00-0035358,8.5625,16.0,137.0,24.0,136.66666666666666,0.3333333333333428,120,3
Harrison Mevis,K,LAR,229.98,25.59,11.0,24.44626967830253,00-0039498,8.541666666666666,16.0,136.66666666666666,24.0,136.66666666666666,0.0,122,3
Harrison Butker,K,KC,243.9,23.5,5.0,31.148528405201915,00-0033303,8.354166666666666,16.0,133.66666666666666,24.0,136.66666666666666,-3.0,129,3
Chris Boswell,K,PIT,244.39,19.98,9.0,35.47707049965777,00-0031136,8.1875,16.0,131.0,24.0,136.66666666666666,-5.666666666666657,131,4
Will Reichard,K,MIN,251.58,27.7,6.0,25.65639972621492,00-0039404,8.083333333333334,16.0,129.33333333333334,24.0,136.66666666666666,-7.333333333333314,134,4
Wil Lutz,K,DEN,265.87,29.55,10.0,32.167008898015055,00-0032569,7.979166666666667,16.0,127.66666666666669,24.0,136.66666666666666,-8.999999999999986,140,4
Daniel Carlson,K,NO,266.18,62.45,8.0,31.61943874058864,00-0034161,7.916666666666667,16.0,126.66666666666669,24.0,136.66666666666666,-9.999999999999986,143,4
Nick Folk,K,ATL,266.63,61.17,11.0,41.83436002737851,00-0025565,7.833333333333333,16.0,125.33333333333331,24.0,136.66666666666666,-11.333333333333329,144,4
Spencer Shrader,K,IND,267.56,37.03,13.0,27.301848049281315,00-0039576,7.583333333333333,16.0,121.33333333333331,24.0,136.66666666666666,-15.333333333333329,149,4
Trey Smack,K,GB,269.91,47.24,11.0,23.15400410677618,00-0040899,7.5,16.0,120.0,24.0,136.66666666666666,-16.666666666666657,151,4
Tyler Bass,K,BUF,275.3,46.95,7.0,29.557837097878167,00-0036162,7.145833333333333,16.0,114.33333333333331,24.0,136.66666666666666,-22.33333333333333,176,5
Blake Grupe,K,NYJ,279.5,52.84,13.0,27.835728952772072,00-0038905,6.9375,16.0,111.0,24.0,136.66666666666666,-25.666666666666657,180,5
Ryan Fitzgerald,K,CAR,282.57,78.42,5.0,26.06433949349761,00-0040279,6.875,16.0,110.0,24.0,136.66666666666666,-26.666666666666657,181,5
Charlie Smyth,K,NO,284.75,39.63,8.0,25.196440793976727,00-0039229,6.75,16.0,108.0,24.0,136.66666666666666,-28.666666666666657,185,5
Zane Gonzalez,K,FA,290.18,60.89,,31.3347022587269,00-0033862,6.583333333333333,16.0,105.33333333333331,24.0,136.66666666666666,-31.33333333333333,197,5
Brandon McManus,K,FA,290.2,74.79,,35.11841204654346,00-0029822,6.229166666666667,16.0,99.66666666666669,24.0,136.66666666666666,-36.99999999999999,207,5
Ben Sauls,K,FA,290.4,93.59,,25.100616016427104,00-0040530,5.958333333333333,16.0,95.33333333333331,24.0,136.66666666666666,-41.33333333333333,219,5
Joey Slye,K,TEN,295.14,72.38,9.0,30.40657084188912,00-0035192,5.416666666666667,16.0,86.66666666666667,24.0,136.66666666666666,-49.99999999999999,242,6
Chad Ryland,K,ARI,296.33,75.99,14.0,26.89390828199863,00-0038567,4.6875,16.0,75.0,24.0,136.66666666666666,-61.66666666666666,264,6
Jake Elliott,K,PHI,303.27,37.81,10.0,31.6249144421629,00-0033787,4.375,16.0,70.0,24.0,136.66666666666666,-66.66666666666666,278,6
Dominic Zvada,K,NYG,342.0,17.68,8.0,22.86652977412731,00-0041145,3.5,16.0,56.0,24.0,136.66666666666666,-80.66666666666666,343,7
Drew Stevens,K,WAS,304.0,46.91,7.0,22.74332648870637,00-0041182,3.5,16.0,56.0,24.0,136.66666666666666,-80.66666666666666,344,7
Jason Sanders,K,FA,362.25,27.67,,30.806297056810404,00-0034794,3.5,16.0,56.0,24.0,136.66666666666666,-80.66666666666666,345,7
Houston Texans,DST,HOU,153.67,5.61,8.0,,,11.251041666666666,16.0,180.01666666666665,30.0,113.56666666666666,66.44999999999999,30,1
Denver Broncos,DST,DEN,164.44,7.26,10.0,55.92607802874743,,10.630208333333334,16.0,170.08333333333334,30.0,113.56666666666666,56.51666666666668,36,1
Los Angeles Rams,DST,LAR,164.96,7.67,11.0,,,9.802083333333334,16.0,156.83333333333334,30.0,113.56666666666666,43.26666666666668,42,2
Seattle Seahawks,DST,SEA,167.18,5.83,11.0,,,9.398958333333333,16.0,150.38333333333333,30.0,113.56666666666666,36.81666666666666,51,2
Philadelphia Eagles,DST,PHI,175.18,8.83,10.0,,,9.119791666666666,16.0,145.91666666666666,30.0,113.56666666666666,32.349999999999994,57,2
Minnesota Vikings,DST,MIN,186.53,12.28,6.0,,,8.858333333333334,16.0,141.73333333333335,30.0,113.56666666666666,28.16666666666669,62,2
Pittsburgh Steelers,DST,PIT,186.75,7.15,9.0,,,8.534375,16.0,136.55,30.0,113.56666666666666,22.98333333333335,70,3
New England Patriots,DST,NE,187.17,20.09,11.0,,,8.377083333333333,16.0,134.03333333333333,30.0,113.56666666666666,20.46666666666667,79,3
Jacksonville Jaguars,DST,JAC,188.99,13.61,7.0,,,8.094791666666666,16.0,129.51666666666665,30.0,113.56666666666666,15.949999999999989,89,3
Los Angeles Chargers,DST,LAC,191.65,13.22,7.0,,,7.928124999999999,16.0,126.84999999999998,30.0,113.56666666666666,13.283333333333315,92,3
Baltimore Ravens,DST,BAL,196.77,16.19,13.0,,,7.584375,16.0,121.35,30.0,113.56666666666666,7.783333333333346,108,3
Green Bay Packers,DST,GB,207.26,23.65,11.0,,,7.41875,16.0,118.7,30.0,113.56666666666666,5.13333333333334,112,3
Kansas City Chiefs,DST,KC,209.61,17.31,5.0,47.07734428473648,,7.097916666666666,16.0,113.56666666666666,30.0,113.56666666666666,0.0,125,4
Detroit Lions,DST,DET,220.28,28.13,6.0,,,6.9281250000000005,16.0,110.85,30.0,113.56666666666666,-2.7166666666666544,128,4
Cleveland Browns,DST,CLE,220.74,30.63,11.0,,,6.605208333333333,16.0,105.68333333333332,30.0,113.56666666666666,-7.88333333333334,136,4
Buffalo Bills,DST,BUF,227.03,23.74,7.0,,,6.496875,16.0,103.95,30.0,113.56666666666666,-9.61666666666666,142,4
Tennessee Titans,DST,TEN,235.78,57.42,9.0,,,6.216666666666666,16.0,99.46666666666664,30.0,113.56666666666666,-14.100000000000009,147,4
Dallas Cowboys,DST,DAL,247.62,54.29,14.0,,,5.952083333333333,16.0,95.23333333333332,30.0,113.56666666666666,-18.33333333333333,160,4
New Orleans Saints,DST,NO,261.57,33.67,8.0,,,5.736458333333332,16.0,91.78333333333332,30.0,113.56666666666666,-21.783333333333346,171,5
San Francisco 49ers,DST,SF,264.07,31.0,8.0,,,5.711458333333333,16.0,91.38333333333333,30.0,113.56666666666666,-22.183333333333337,174,5
Cincinnati Bengals,DST,CIN,268.0,59.79,6.0,,,5.532291666666667,16.0,88.51666666666667,30.0,113.56666666666666,-25.05,177,5
Chicago Bears,DST,CHI,268.72,48.42,10.0,,,5.315625,16.0,85.05,30.0,113.56666666666666,-28.516666666666666,184,5
Atlanta Falcons,DST,ATL,271.34,35.49,11.0,53.1088295687885,,5.304166666666666,16.0,84.86666666666666,30.0,113.56666666666666,-28.700000000000003,186,5
New York Giants,DST,NYG,271.9,54.33,8.0,52.03285420944559,,5.227083333333334,16.0,83.63333333333334,30.0,113.56666666666666,-29.933333333333323,189,5
Washington Commanders,DST,WAS,276.5,88.48,7.0,,,5.101041666666666,16.0,81.61666666666666,30.0,113.56666666666666,-31.950000000000003,199,5
Indianapolis Colts,DST,IND,280.47,35.41,13.0,,,4.955208333333332,16.0,79.28333333333332,30.0,113.56666666666666,-34.283333333333346,201,5
Las Vegas Raiders,DST,LV,281.5,55.31,13.0,,,4.821875,16.0,77.14999999999999,30.0,113.56666666666666,-36.41666666666667,205,5
Carolina Panthers,DST,CAR,294.18,57.09,5.0,,,4.110416666666667,16.0,65.76666666666667,30.0,113.56666666666666,-47.8,237,6
Tampa Bay Buccaneers,DST,TB,303.05,58.49,10.0,,,3.865625,16.0,61.85,30.0,113.56666666666666,-51.71666666666667,245,6
Arizona Cardinals,DST,ARI,304.0,65.67,14.0,,,2.8708333333333336,16.0,45.93333333333334,30.0,113.56666666666666,-67.63333333333333,281,7
New York Jets,DST,NYJ,319.2,79.74,13.0,,,2.4166666666666665,16.0,38.66666666666666,30.0,113.56666666666666,-74.9,311,7
Miami Dolphins,DST,MIA,329.71,53.8,6.0,,,1.2729166666666665,16.0,20.366666666666664,30.0,113.56666666666666,-93.2,400,7
